"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0000904","GO:0000904","cell morphogenesis involved in differentiation",388,0.398059521425658,1.50664213019297,0.00078501411421309,0.029526636176388,0.0268834284948424,1254,"tags=27%, list=15%, signal=24%","FEZF1/PTPRZ1/RET/CAMK2B/CNTN1/ATP8A2/GAP43/NTRK2/FGG/LAMC2/ARHGEF25/FGA/ATRNL1/EDN1/LAMC3/NFASC/GLI2/ADARB1/ITGA8/FLNA/CDH2/SLIT2/LAMA3/SEMA3E/MYADM/ANTXR1/MAP1A/PALLD/FGF13/EPHA3/ARHGEF26/DOCK5/FN1/MAP1B/AXL/COL15A1/ACTN1/WNT5A/FRMD6/PREX2/NRP2/SHANK3/PDLIM5/CAPRIN2/FGB/HEG1/LAMB2/DIXDC1/UNC5B/CELSR2/DOCK1/BMP7/FERMT2/APBB1/COL18A1/LAMC1/OBSL1/STXBP1/FYN/CRKL/RUFY3/LAMA5/PLXNA2/CNTNAP1/FER/PLXNA1/ILK/EPHA4/CDH23/CUX1/ITGAV/KIF1A/DBN1/FZD3/VCL/EPHB6/TRIO/LAMB3/DIP2B/MEF2C/ZDHHC17/VASP/ROBO2/LRRK2/RAB21/NSMF/BMPR2/GLI3/DPYSL2/CTTN/ITGA4/SIPA1L1/LAMA1/MYH9/VLDLR/ULK1/ENAH/LAMB1/SKIL/MEF2A/DMTN/SEMA5A/GRHL2/RB1"
"GO:0003206","GO:0003206","cardiac chamber morphogenesis",67,0.585090864659359,1.82135174092308,0.000854032767698901,0.0309882505018132,0.0282141999369353,1005,"tags=39%, list=12%, signal=34%","LRP2/COL11A1/FOXC2/PKP2/SLIT2/TPM1/FOXF1/JAG1/ZFPM2/WNT5A/NRP2/HEG1/DSP/TGFB1/DLL4/FOXC1/BMP7/SFRP2/RYR2/LY6E/TGFBR2/BMP2/ADAMTS1/MEF2C/ROBO2/BMPR2"
"GO:0042742","GO:0042742","defense response to bacterium",85,-0.508793608068007,-1.79244707248989,0.000849691394700347,0.0309882505018132,0.0282141999369353,551,"tags=25%, list=7%, signal=23%","IFNE/FCER1G/HAVCR2/IGLL5/RIPK2/LYZ/OAS1/ACP5/ANG/GSDMB/GBP4/S100A9/LTF/CARD9/LCN2/CD36/S100A8/GSDMC/PLA2G2A/S100A7/DMBT1"
"GO:0048880","GO:0048880","sensory system development",184,0.463238547657059,1.62226003983948,0.000844595846466838,0.0309882505018132,0.0282141999369353,1245,"tags=28%, list=15%, signal=25%","IGFN1/RET/FGF9/FGF10/FOXC2/ACHE/ATP8A2/NTRK2/INHBA/EGFR/CRYAB/LAMC3/FRS2/COL8A1/ATP2B4/CDKN1C/ZEB1/CYP1A1/FBN2/FGF2/JAG1/COL5A1/COL4A1/WNT5A/CACNA1C/SHROOM2/GJA1/DLL4/FOXC1/LAMB2/NHS/ALDH1A3/ACVRL1/FJX1/BMP7/OBSL1/MAF/TGFBR2/COL5A2/PDGFRB/FZR1/BMPR2/GLI3/SKI/MITF/ABCB5/LAMA1/TGFBR1/SKIL/WDR19/GRHL2/SPRED1"
"GO:0048667","GO:0048667","cell morphogenesis involved in neuron differentiation",288,0.416566432727395,1.54048336545497,0.000945341313726472,0.0340395036400593,0.0309923066292005,1535,"tags=31%, list=19%, signal=26%","FEZF1/PTPRZ1/RET/CAMK2B/CNTN1/ATP8A2/GAP43/NTRK2/LAMC2/ARHGEF25/EDN1/NFASC/GLI2/ADARB1/CDH2/SLIT2/LAMA3/SEMA3E/MAP1A/PALLD/FGF13/EPHA3/FN1/MAP1B/WNT5A/PREX2/NRP2/SHANK3/PDLIM5/CAPRIN2/LAMB2/DIXDC1/UNC5B/CELSR2/BMP7/APBB1/OBSL1/STXBP1/FYN/RUFY3/LAMA5/PLXNA2/CNTNAP1/PLXNA1/EPHA4/CDH23/CUX1/KIF1A/DBN1/FZD3/VCL/EPHB6/TRIO/DIP2B/MEF2C/ZDHHC17/VASP/ROBO2/LRRK2/RAB21/NSMF/BMPR2/GLI3/DPYSL2/CTTN/ITGA4/SIPA1L1/LAMA1/VLDLR/ULK1/ENAH/SKIL/MEF2A/SEMA5A/RB1/RAPGEF2/KIF5A/HECW2/CNTN4/PTCH1/USP9X/BAIAP2/UNC5C/NIN/LAMA2/DOCK10/PAFAH1B1/ETV1"
"GO:0010522","GO:0010522","regulation of calcium ion transport into cytosol",52,0.621429121932436,1.82790249007231,0.00102294551306833,0.0365548029177522,0.0332824377457637,797,"tags=35%, list=10%, signal=31%","ATP1A2/JPH2/CASQ2/CD19/DMD/AKAP6/CAV1/TRPC1/ATG5/CACNA1C/PRKD1/CORO1A/PTK2B/ANK2/F2R/FYN/RYR2/PRNP"
"GO:0003208","GO:0003208","cardiac ventricle morphogenesis",37,0.688725325268592,1.91922204935,0.00105663002736347,0.0373171106764298,0.0339765041473358,912,"tags=49%, list=11%, signal=43%","LRP2/COL11A1/FOXC2/PKP2/TPM1/FOXF1/JAG1/ZFPM2/HEG1/DSP/TGFB1/DLL4/FOXC1/SFRP2/RYR2/LY6E/TGFBR2/MEF2C"
"GO:0030509","GO:0030509","BMP signaling pathway",79,0.555587708246532,1.76057524893322,0.00106010023969506,0.0373171106764298,0.0339765041473358,1529,"tags=38%, list=18%, signal=31%","LRP2/FST/COMP/RBPMS2/FSTL3/SULF1/FAM83G/SFRP4/WNT5A/TGFB1/ITGA3/ACVRL1/BMP7/SFRP2/HTRA1/ILK/BMP2/FSTL1/CRIM1/BMPR2/SKI/SKIL/CDH5/SMAD5/FBN1/USP15/USP9X/LEMD3/FBXL15/HIVEP1"
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway",189,0.462104994519401,1.62596356957082,0.00107896615848056,0.0376998768115022,0.0343250052756388,1262,"tags=30%, list=15%, signal=26%","LRP2/FGF9/FGF10/FST/COMP/RBPMS2/PEG10/FSTL3/LTBP4/INHBA/SULF1/CAV1/ITGA8/NPNT/CDKN1C/ZEB1/FAM83G/FBN2/DKK3/LTBP2/SFRP4/WNT5A/LATS2/TGFB1/ASPN/ZFYVE9/PMEPA1/ITGA3/ACVRL1/BMP7/FERMT2/SFRP2/FMOD/HTRA1/COL1A2/BTBD11/ADAM9/ITGB8/ILK/TGFBR2/BMP2/RBPMS/FSTL1/CRIM1/BMPR2/SKI/LRRC32/EMILIN1/THBS1/TGFBR1/SKIL/CDH5/SMAD5/SPRED1/FNTA/FLCN"
"GO:0032924","GO:0032924","activin receptor signaling pathway",21,0.759379149488794,1.90489122575942,0.00110794768789284,0.0384278620866952,0.0349878217229319,1168,"tags=48%, list=14%, signal=41%","FGF9/FGF10/FST/FSTL3/INHBA/ACVRL1/TGFBR2/BMPR2/SKI/TGFBR1"
"GO:0003205","GO:0003205","cardiac chamber development",87,0.552735869817198,1.78117043439007,0.00111616868741671,0.0384304211572599,0.0349901517069548,1005,"tags=34%, list=12%, signal=31%","LRP2/COL11A1/GJA5/FOXC2/PKP2/FRS2/SLIT2/TPM1/FOXF1/JAG1/ZFPM2/WNT5A/NRP2/HEG1/DSP/TGFB1/DLL4/FOXC1/BMP7/SFRP2/ANK2/RYR2/LY6E/TGFBR2/BMP2/ADAMTS1/GREB1L/MEF2C/ROBO2/BMPR2"
"GO:0071805","GO:0071805","potassium ion transmembrane transport",83,0.552537959570254,1.77253348261199,0.00116542662263739,0.0398356331810187,0.0362695699493559,1172,"tags=39%, list=14%, signal=33%","ATP12A/SLC12A1/ATP1A2/SLC12A3/CASQ2/DPP10/ABCC8/FHL1/KCNMB1/AKAP6/KCND3/KCNQ5/CAV1/FLNA/KCNC4/KCNJ15/ATP1B2/KCNMA1/KCNE4/KCNN3/KCNJ2/ANK2/WNK2/KCNS3/PRNP/CACNA1D/ATP1B3/HPN/SLC12A4/NETO2/PKD2/CRBN"
"GO:0006082","GO:0006082","organic acid metabolic process",477,-0.315218005103009,-1.37327673223065,0.00120112733784655,0.0407605586519581,0.0371116966180531,1074,"tags=21%, list=13%, signal=19%","AADAT/ALDH1L2/NUDT19/SLC35B3/GGT6/ETFA/FARSB/FADS1/GNPDA1/ILVBL/ADIPOR1/ABHD3/ATIC/GOT2/ACSBG1/GPX1/BRCA1/FASN/ABCD3/LIPH/ACOT7/MCCC2/FH/XYLB/PTGS2/PRKAR2B/PGD/KYNU/ICMT/HNMT/ACADS/GNE/PDK1/BPNT1/XBP1/EHHADH/AMACR/ASS1/HADH/ADH1C/UGT1A1/ODC1/SCD/ACOT4/CRYL1/IDNK/ACADSB/PLOD2/PLA2G2F/CD74/GART/ACAD10/QDPR/GPT2/PLA2G4A/FADS2/ASNS/ASAH1/IGF1/LYPLA1/DECR1/CRABP2/ALDH1L1/CYP2J2/CYP39A1/FBP1/ACSM2A/SLC27A2/SCPEP1/SLC39A8/CYP1B1/SLC2A6/GATM/NR4A3/SLC6A8/ACACA/IDH2/SREBF1/GPT/CYP2C18/MLXIPL/HPGD/BPGM/LPL/CRAT/PSAT1/RBP1/SLC27A5/BCAT1/CYP3A5/ABCB11/APOC1/UGT1A8/HNF4A/ASRGL1/CD36/SOX9/FTCD/CPS1"
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",100,0.524487091186208,1.71160213631932,0.00122748769144009,0.0413575674323066,0.0376552615118465,936,"tags=37%, list=11%, signal=33%","DSG1/IGFN1/RET/CDH19/CDH6/CDH13/PCDH7/PCDHB11/ITGA5/CDH2/MYADM/PCDHB12/PALLD/CELSR1/SELL/AJUBA/CADM3/PCDHGB7/HMCN1/CD209/PCDHB16/CDH3/DSC3/PCDHGA6/PCDHGB6/CELSR2/SPARCL1/PCDHB10/OBSL1/IL1RAP/ARVCF/TGFBR2/CDH23/BMP2/TENM4/ICAM1/ROBO2"
"GO:0006937","GO:0006937","regulation of muscle contraction",68,0.594200775868467,1.85132936150716,0.00124423113580977,0.0416243848766998,0.0378981936103311,813,"tags=38%, list=10%, signal=35%","ATP1A2/CNN1/CASQ2/GJA5/DMD/EDN1/MYL9/PKP2/CAV1/PDE5A/PRKG1/NPNT/TPM1/FGF13/DOCK5/CACNA1C/DSP/KCNMA1/ITGA2/KCNJ2/SPHK1/ANK2/F2R/RYR2/ATP2A1/ANXA6"
"GO:0048730","GO:0048730","epidermis morphogenesis",16,0.804758018273388,1.90315696827233,0.00128898797182198,0.0425185752663238,0.0387123365847162,625,"tags=38%, list=8%, signal=35%","FLG2/FGF10/FST/KRT17/GLI2/TP63"
"GO:0120039","GO:0120039","plasma membrane bounded cell projection morphogenesis",323,0.406934584809881,1.51975212451516,0.00128257621555367,0.0425185752663238,0.0387123365847162,1188,"tags=24%, list=14%, signal=21%","LRP2/FEZF1/PTPRZ1/RET/CAMK2B/CNTN1/ATP8A2/GAP43/NTRK2/LAMC2/ARHGEF25/EDN1/NFASC/GLI2/ADARB1/CDH2/SLIT2/LAMA3/SEMA3E/MAP1A/PALLD/FGF13/EPHA3/FN1/MAP1B/WNT5A/PREX2/NRP2/SHANK3/PDLIM5/CAPRIN2/LAMB2/DIXDC1/ITGA1/UNC5B/GRIP1/CELSR2/BMP7/MAP4K4/APBB1/OBSL1/STXBP1/FYN/RUFY3/LAMA5/PLXNA2/CNTNAP1/PLXNA1/EPHA4/PLEKHO1/CUX1/KIF1A/DBN1/FZD3/VCL/EPHB6/TRIO/DIP2B/ZDHHC17/VASP/ROBO2/LRRK2/RAB21/NSMF/BMPR2/GLI3/DPYSL2/CTTN/CXCR4/ITGA4/SIPA1L1/LAMA1/VLDLR/ULK1/ENAH/SKIL/MEF2A"
"GO:0008544","GO:0008544","epidermis development",161,0.46673291187687,1.61178165890116,0.00136543677860351,0.0447275366991163,0.0407235530460696,902,"tags=27%, list=11%, signal=24%","FLG/FLG2/LGR5/KRT14/FGF10/KRT6A/FST/KRT17/CALML5/KRT6B/LAMC2/IL1A/INHBA/EGFR/GLI2/ABCA12/LAMA3/PALLD/COL7A1/JAG1/AQP3/SPRR3/SFRP4/WNT5A/BNC1/SCEL/KRT10/CDH3/DSP/FOXC1/TP63/ZNF750/LAMA5/ALDH3A2/PLEC/ADAM9/CDH23/INSR/FZD3/EVPL/COL17A1/LAMB3/SVEP1"
"GO:0007369","GO:0007369","gastrulation",107,0.515823853561987,1.69213293932963,0.0014077948223488,0.0452818454682522,0.0412282404093746,1174,"tags=38%, list=14%, signal=33%","HMGA2/COL11A1/FOXC2/INHBA/ITGA5/ITGA8/FRS2/COL8A1/SIX2/LAMA3/MYADM/FOXF1/COL4A2/COL7A1/FN1/COL5A1/COL12A1/WNT5A/TXNRD1/PHLDB2/PHLDB1/GJA1/ITGA2/FOXC1/ITGA3/BMP7/SFRP2/ITGA7/TGFBR2/ITGAV/LAMB3/TENM4/COL5A2/ITGB4/BMPR2/MMP14/ITGA4/DUSP1/MMP2/LAMB1/AMOT"
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission",171,0.449310543423178,1.55724633737967,0.00140000688267515,0.0452818454682522,0.0412282404093746,1089,"tags=22%, list=13%, signal=20%","CACNA1A/CALB2/ATP1A2/PRKCG/CAMK2A/GRIN2A/CAMK2B/ACHE/SLC4A10/NTRK2/CACNA1B/PRKCB/CACNB2/EDN1/CDH2/AKAP12/TSHZ3/MAP1A/MAP1B/IL1B/SHANK3/CA2/PTK2B/RNF19A/STXBP1/FYN/PRNP/EPHA4/SLC6A1/DBN1/GABBR1/MEF2C/SHANK2/LRRK2/NSMF/BCR/MCTP1/SIPA1L1"
"GO:0040017","GO:0040017","positive regulation of locomotion",329,0.39504207158964,1.48003359587262,0.00141115778754146,0.0452818454682522,0.0412282404093746,1294,"tags=32%, list=16%, signal=28%","CCL21/RET/F3/FGF9/NTRK3/CCR7/IRS2/FGF10/MMP7/FOXC2/CDH13/SERPINE1/FGF1/LAMC2/IL1A/EGFR/EDN1/ACTA2/MYLK/CCBE1/ITGA5/HDAC9/CAV1/SLIT2/AKAP12/SEMA3E/MYADM/LYVE1/ITGA6/PIK3CD/IL16/FGF2/FOXF1/DOCK5/FN1/IL1B/DDR2/WNT5A/CCL19/NRP2/FGFR1/TGFB1/PRKD1/ITGA2/ITGA3/CORO1A/ETS1/PTK2B/DOCK1/BMP7/MAP4K4/FERMT2/SRPX2/SPHK1/BAG4/F2R/FLT4/CRKL/RUFY3/ANXA3/FER/ADAM9/TGFBR2/EPHA4/JAM3/ITGAV/BMP2/INSR/F2RL1/ADAMTS1/ATP8A1/GPLD1/HYAL1/SWAP70/ICAM1/PRKCA/ATM/PDGFRB/NSMF/SPARC/BMPR2/MMP14/CXCR4/ITGA4/PLCG1/SLAMF1/CD40/MMP2/PTPRC/THBS1/LRRC15/IL6R/TGFBR1/LAMB1/CDH5/DMTN/SEMA5A/SLC26A5/GAB1/IL1R1/RIN2/MAPRE2/MCAM/ANXA1/NEDD9"
"GO:0035987","GO:0035987","endodermal cell differentiation",33,0.673132499535338,1.83371219128765,0.0015280011374382,0.048125034235783,0.0438169085350847,1170,"tags=58%, list=14%, signal=50%","HMGA2/COL11A1/INHBA/ITGA5/COL8A1/LAMA3/COL4A2/COL7A1/FN1/COL5A1/COL12A1/ITGA7/ITGAV/LAMB3/COL5A2/MMP14/ITGA4/MMP2/LAMB1"
"GO:0006813","GO:0006813","potassium ion transport",93,0.537641610764201,1.7392710127409,0.00151666301744548,0.048125034235783,0.0438169085350847,1172,"tags=37%, list=14%, signal=32%","ATP12A/SLC12A1/ATP1A2/SLC12A3/CASQ2/GJA5/DPP10/ABCC8/FHL1/KCNMB1/AKAP6/KCND3/KCNQ5/CAV1/FLNA/KCNC4/KCNJ15/ATP1B2/KCNMA1/KCNE4/PTK2B/KCNN3/KCNJ2/ANK2/WNK2/KCNS3/PRNP/CACNA1D/ATP1B3/HPN/SLC12A4/NETO2/PKD2/CRBN"
"GO:0009617","GO:0009617","response to bacterium",277,-0.348860869562642,-1.45046281758075,0.00153036996721803,0.048125034235783,0.0438169085350847,825,"tags=18%, list=10%, signal=17%","CARD16/RNF213/PTGS2/C5AR1/IRF5/C15orf48/GPC3/ALPL/CD274/XBP1/B2M/ASS1/UGT1A1/IFNE/CCL5/CASP1/FCER1G/HAVCR2/IGLL5/KCNJ8/LGALS9/CD68/SLC22A5/RIPK2/PRDX2/LYZ/OAS1/ACP5/ANG/GSDMB/GBP4/NAALADL2/HPGD/S100A9/LPL/C2/LTF/CARD9/FASLG/C4B/LCN2/CD36/S100A8/GSDMC/NFIB/CPS1/PLA2G2A/FABP4/S100A7/CHIT1/DMBT1"
